"18037","0","r499213. The API changed as described in previous comments, so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement, but not Description.","1","-1"," r499213[0] [[Sentence=-1,1=word max, 1-5]] The[0] API[0] changed[0] as[0] described[0] in[0] previous[0] comments[0] so[0] that[0] WSDLReader[0] [[Sentence=-1,1=word max, 1-5]] readWSDL[0] methods[0] now[0] return[0] Description[0] instead[0] of[0] DescriptionElement[0] [[Sentence=-1,1=word max, 1-5]] This[0] change[0] included[0] fixing[0] some[0] bugs[0] in[0] OMWSDLReader[0] [[Sentence=-1,1=word max, 1-5]] parseSchemaImport[0] that[0] had[0] not[0] surfaced[0] previously[0] because[0] the[0] OM[0] implementation[0] and[0] test[0] cases[0] were[0] only[0] ever[0] using[0] DescriptionElement[0] but[0] not[0] Description[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"18059","0","This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.","2","-1"," This[0] was[0] probably[0] fixed[0] by[0] WODEN[0] -86[0] which[0] introduced[0] support[1] for[0] the[0] curly[0] brace[0] syntax[0] in[0] the[0] http[0] location[0] template[0] [[Sentence=-1,2=word max, 1-5]] This[0] JIRA[0] can[0] now[0] be[0] closed[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.186478","positive"
"18121","0","Resolved with no further action, so closed.","2","-1"," Resolved[1] with[0] no[0] further[0] action[0] so[0] closed[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.754152","negative"
"18301","0","Issue is resolved. Closing per Bryant's approval to do so.","2","-1"," Issue[0] is[0] resolved[1] [[Sentence=-1,2=word max, 1-5]] Closing[0] per[0] Bryant's[0] approval[0] to[0] do[0] so[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.631896","negative"
"18707","1","Ah, I can close it myself...","1","-1"," Ah[0] I[0] can[0] close[0] it[0] myself[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"18885","1","Thanks Sven!","2","-1"," Thanks[1] Sven[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.713379","positive"
"19905","-1","Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.","1","-2"," Bummer[0] [[Sentence=-1,1=word max, 1-5]] The[0] solution[0] too[0] this[0] problem[-1] was[0] that[0] my[0] JVM[0] had[0] too[0] little[0] memory[0] (64MB[0] for[0] allocating[0] all[0] the[0] byte[0] buffers[0] required[0] for[0] writing[0] /[0] reading[0] serialized[0] pages[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.348289","negative"
"19946","0","Is there any documentation such as 'getting started with swarm' available? If there is, could you share links? Thanks.","2","-1"," Is[0] there[0] any[0] documentation[0] such[0] as[0] 'getting[0] started[0] with[0] swarm'[0] available[0] [[Sentence=-1,1=word max, 1-5]] If[0] there[0] is[0] could[0] you[0] share[0] links[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.736131","positive"
"20061","0","Fixed with r1097472.","1","-1"," Fixed[0] with[0] r1097472[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"20237","0","See my comment in WICKET-3093.","1","-1"," See[0] my[0] comment[0] in[0] WICKET[0] -3093[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"20296","0","Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� WICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel","2","-2"," Integrated[0] in[0] Apache[0] Wicket[0] 1[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x[1] #436[0] See[0] [https[0] ://hudson[0] [[Sentence=-1,2=word max, 1-5]] apache[0] [[Sentence=-1,1=word max, 1-5]] org/hudson/job/Apache%20Wicket%201[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x/436/][0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� WICKET[0] -3413[0] FLAG_INHERITABLE_MODEL[0] and[0] default[-1] model[0] change[0] reset[0] 'inherited[0] model'[0] flag[0] if[0] model[0] changed[0] and[0] a[0] new[0] one[0] is[0] not[0] IComponentInheritedModel[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","","neutral"
"20625","0","Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ","2","-1"," Integrated[0] in[0] Apache[0] Wicket[0] 1[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x[1] #200[0] See[0] [https[0] ://hudson[0] [[Sentence=-1,2=word max, 1-5]] apache[0] [[Sentence=-1,1=word max, 1-5]] org/hudson/job/Apache%20Wicket%201[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x/200/][0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� [0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"20729","-1","Sorry, I've reread the IOC code, and you're right. This is indeed not an issue. My apologies..","1","-2"," Sorry[-1] I've[0] reread[0] the[0] IOC[0] code[0] and[0] you're[0] right[0] [[Sentence=-2,1=word max, 1-5]] This[0] is[0] indeed[0] not[0] an[0] issue[0] [[Sentence=-1,1=word max, 1-5]] My[0] apologies[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","-0.345344","negative"
"20748","0","Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ","2","-1"," Integrated[0] in[0] Apache[0] Wicket[0] 1[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x[1] #58[0] See[0] [http[0] ://hudson[0] [[Sentence=-1,2=word max, 1-5]] zones[0] [[Sentence=-1,1=word max, 1-5]] apache[0] [[Sentence=-1,1=word max, 1-5]] org/hudson/job/Apache%20Wicket%201[0] .4[0] [[Sentence=-1,1=word max, 1-5]] x/58/][0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� [0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"20905","0","1.3.x is no longer maintained outside of security-related issues, please upgrade to 1.4.x","2","-1"," 1[0] .3[0] [[Sentence=-1,1=word max, 1-5]] x[1] is[0] no[0] longer[0] maintained[0] outside[0] of[0] security[1] related[0] issues[0] please[1] upgrade[0] to[0] 1[0] .4[0] [[Sentence=-1,2=word max, 1-5]] x[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"20954","0","this setting is global for all modal windows and so tweaking it from the modalwindow class doesnt really make sense. a cleaner solution then overriding the method with an empty function is to use iheadercontributor and output a bit of js into the page 'Wicket.Window.unloadConfirmation false,'","1","-1"," this[0] setting[0] is[0] global[0] for[0] all[0] modal[0] windows[0] and[0] so[0] tweaking[0] it[0] from[0] the[0] modalwindow[0] class[0] doesnt[0] really[0] make[0] sense[0] [[Sentence=-1,1=word max, 1-5]] a[0] cleaner[0] solution[0] then[0] overriding[0] the[0] method[0] with[0] an[0] empty[0] function[0] is[0] to[0] use[0] iheadercontributor[0] and[0] output[0] a[0] bit[0] of[0] js[0] into[0] the[0] page[0] 'Wicket[0] [[Sentence=-1,1=word max, 1-5]] Window[0] [[Sentence=-1,1=word max, 1-5]] unloadConfirmation[0] false[0] '[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.495907","negative"
"20968","0","Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚ ÃƒÆ’Ã…Â� ","2","-1"," Integrated[0] in[0] Apache[0] Wicket[0] 1[0] .5[0] [[Sentence=-1,1=word max, 1-5]] x[1] #54[0] See[0] [http[0] ://hudson[0] [[Sentence=-1,2=word max, 1-5]] zones[0] [[Sentence=-1,1=word max, 1-5]] apache[0] [[Sentence=-1,1=word max, 1-5]] org/hudson/job/Apache%20Wicket%201[0] .5[0] [[Sentence=-1,1=word max, 1-5]] x/54/][0] ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� ÃƒÆ’Ã‚[0] ÃƒÆ’Ã…Â� [0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","","neutral"
"21128","1","thanks","2","-1"," thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.668421","positive"
"22097","0","seems like all subtask as resolved","2","-1"," seems[0] like[1] all[0] subtask[0] as[0] resolved[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.707764","negative"
"22447","0","A RangeValidator exists by now which looks very similar to yours.","1","-1"," A[0] RangeValidator[0] exists[0] by[0] now[0] which[0] looks[0] very[0] similar[0] to[0] yours[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.286652","positive"
"22691","-1","By the way, the javadoc for the minimum and maximum validators are still not updated (and incorrect). They need to be precise as to whether or not the endpoints are included. For example: * Gets a Double maximum validator for checking if an number is smaller than the given maximum Should read 'is at most' or 'smaller than or equal to'. Same with the other validators (including the range validators).","1","-2"," By[0] the[0] way[0] the[0] javadoc[0] for[0] the[0] minimum[0] and[0] maximum[0] validators[0] are[0] still[0] not[0] updated[0] and[0] incorrect[-1] [[Sentence=-2,1=word max, 1-5]] They[0] need[0] to[0] be[0] precise[0] as[0] to[0] whether[0] or[0] not[0] the[0] endpoints[0] are[0] included[0] [[Sentence=-1,1=word max, 1-5]] For[0] example[0] Gets[0] a[0] Double[0] maximum[0] validator[0] for[0] checking[0] if[0] an[0] number[0] is[0] smaller[0] than[0] the[0] given[0] maximum[0] Should[0] read[0] 'is[0] at[0] most'[0] or[0] 'smaller[0] than[0] or[0] equal[0] to'[0] [[Sentence=-1,1=word max, 1-5]] Same[0] with[0] the[0] other[0] validators[0] including[0] the[0] range[0] validators[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","0.680493","positive"
"22766","1","Fixed and I've tested it.","1","-1"," Fixed[0] and[0] I've[0] tested[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.229118","positive"
"23248","0","Fixed in trunk (r555005).","1","-1"," Fixed[0] in[0] trunk[0] r555005/r55005[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"23785","0","I just put this in branch-0.8 too. In fact, it's probably worth putting everything in branch-0.8 at the moment unless it's a major or incompatible change.","1","-3"," I[0] just[0] put[0] this[0] in[0] branch[0] -0[0] .8[0] too[0] [[Sentence=-1,1=word max, 1-5]] In[0] fact[0] it's[0] probably[0] worth[0] putting[0] everything[0] in[0] branch[0] -0[0] .8[0] at[0] the[0] moment[0] unless[0] it's[0] a[0] major[0] or[0] incompatible[-2] change[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]","OK","english","0.237448","positive"
"23837","0","Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.","1","-1"," Closing[0] since[0] Whirr/Whir[0] was[0] updated[0] to[0] jclouds[0] 1[0] .5[0] .0[0] in[0] WHIRR/WHIR[0] -659[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"24531","0","Changed the site to include the incubator disclaimer and incubator logo.","1","-2"," Changed[0] the[0] site[0] to[0] include[0] the[0] incubator[0] disclaimer[-1] and[0] incubator[0] logo[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]","OK","english","","neutral"
"24867","0","Updated version of the patch. Removed the setter for the log storage provider in the stanza relay, and passed it either as constructor parameter of through provider registry as with other providers. If there is a need for a more generic stanza logger, these users could use the plain interface. The adapter I made is intended for filtering, so that only textual chat messages between users are let through, which I think is the most interesting detail to be logged. I updated the source file name and the comment to better indicate this.","2","-2"," Updated[0] version[0] of[0] the[0] patch[0] [[Sentence=-1,1=word max, 1-5]] Removed[0] the[0] setter[0] for[0] the[0] log[0] storage[0] provider[0] in[0] the[0] stanza[0] relay[0] and[0] passed[0] it[0] either[0] as[0] constructor[0] parameter[0] of[0] through[0] provider[0] registry[0] as[0] with[0] other[0] providers[0] [[Sentence=-1,1=word max, 1-5]] If[0] there[0] is[0] a[0] need[0] for[0] a[0] more[0] generic[0] stanza[0] logger[0] these[0] users[0] could[0] use[0] the[0] plain[0] interface[0] [[Sentence=-1,1=word max, 1-5]] The[0] adapter[0] I[0] made[0] is[0] intended[0] for[0] filtering[0] so[0] that[0] only[0] textual[0] chat[0] messages[0] between[0] users[0] are[0] let[0] through[0] which[0] I[0] think[0] is[0] the[0] most[0] interesting[1] detail[0] to[0] be[0] logged[0] [[Sentence=-1,2=word max, 1-5]] I[0] updated[0] the[0] source[-1] file[0] name[0] and[0] the[0] comment[0] to[0] better[0] indicate[0] this[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","-0.116734","negative"
"24937","0","Committed in rev 983396","1","-1"," Committed[0] in[0] rev[0] 983396[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"25612","-1","Sorry for the link 'block', can't undo it... I wanted to add a 'clone' link.","2","-2"," Sorry[-1] for[0] the[0] link[0] 'block'[0] can't[0] undo[-1][NegatedDueToPreviousWord] it[0] [[Sentence=-2,2=word max, 1-5]] I[0] wanted[0] to[0] add[0] a[0] 'clone'[0] link[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","-0.789152","negative"
"26184","0","patch applied.","1","-1"," patch[0] applied[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"26572","1","Thanks for testing, Shinobu. Probably a misconfiguration. Chris, try asking on the user list if this problem persists.","2","-2"," Thanks[1] for[0] testing[0] Shinobu[0] [[Sentence=-1,2=word max, 1-5]] Probably[0] a[0] misconfiguration[0] [[Sentence=-1,1=word max, 1-5]] Chris[0] try[0] asking[0] on[0] the[0] user[0] list[0] if[0] this[0] problem[-1] persists[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","0.569956","positive"
"26594","0","Close all resolved issues for Engine 1.5 release.","2","-1"," Close[0] all[0] resolved[1] issues[0] for[0] Engine[0] 1[0] .5[0] release[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.358944","negative"
"27430","1","Looks solid. I'm okay with resolving this one.","2","-1"," Looks[0] solid[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] okay[0] with[0] resolving[1] this[0] one[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.139621","positive"
"27475","-1","svn ci -m 'Fixing ArrayOutOfBoundsException bug reported in # VALIDATOR-202. This fix is pretty simple - 'Create an array of size # of .s plus one', but the implementation of that isn't very beautiful. ' Sending src/share/org/apache/commons/validator/UrlValidator.java Sending src/test/org/apache/commons/validator/UrlTest.java Transmitting file data .. Committed revision 453308.","3","-4"," svn[0] ci[0] m[0] 'Fixing[0] ArrayOutOfBoundsException[0] bug[-1] reported[0] in[0] #[0] VALIDATOR[0] -202[0] [[Sentence=-2,1=word max, 1-5]] This[0] fix[0] is[0] pretty[2] simple[0] 'Create[0] an[0] array[0] of[0] size[0] #[0] of[0] [[Sentence=-1,3=word max, 1-5]] s[0] plus[0] one'[0] but[0] the[0] implementation[0] of[0] that[0] isn't[0] very[0] beautiful[2][1 LastWordBoosterStrength][NegatedDueToPreviousWord] [[Sentence=-4,1=word max, 1-5]] '[0] Sending[0] src/share/org/apache/commons/validator/UrlValidator[0] [[Sentence=-1,1=word max, 1-5]] java[0] Sending[0] src/test/org/apache/commons/validator/UrlTest[0] [[Sentence=-1,1=word max, 1-5]] java[0] Transmitting[0] file[0] data[0] [[Sentence=-1,1=word max, 1-5]] Committed[0] revision[0] 453308[0] [[Sentence=-1,1=word max, 1-5]][[[3,-4 max of sentences]]]","OK","english","-0.234433","negative"
"27659","0","Closing as FIXED","1","-1"," Closing[0] as[0] FIXED[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.338268","negative"
"27962","0","Code delivered to SVN.","1","-1"," Code[0] delivered[0] to[0] SVN[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"28310","0","Change the element type of 'attributes' to FSAttribute.","1","-1"," Change[0] the[0] element[0] type[0] of[0] 'attributes'[0] to[0] FSAttribute[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"28313","1","Thanks for that comment Richard! I was laboring under the (false) impression that I could not change the docs that went with our previous releases, but I see these are coming from a copy on our svn site, and we could actually change that one. Anybody object to my doing that? I could correct the link, and also indicate this release is 2 levels out of date.","2","-1"," Thanks[1] for[0] that[0] comment[0] Richard[0] [[Sentence=-1,2=word max, 1-5]] I[0] was[0] laboring[0] under[0] the[0] false[0] impression[0] that[0] I[0] could[0] not[0] change[0] the[0] docs[0] that[0] went[0] with[0] our[0] previous[0] releases[0] but[0] I[0] see[0] these[0] are[0] coming[0] from[0] a[0] copy[0] on[0] our[0] svn[0] site[0] and[0] we[0] could[0] actually[0] change[0] that[0] one[0] [[Sentence=-1,1=word max, 1-5]] Anybody[0] object[0] to[0] my[0] doing[0] that[0] [[Sentence=-1,1=word max, 1-5]] I[0] could[0] correct[0] the[0] link[0] and[0] also[0] indicate[0] this[0] release[0] is[0] 2[0] levels[0] out[0] of[0] date[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.651625","positive"
"28338","0","added fixVersion","1","-1"," added[0] fixVersion[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.228171","positive"
"28741","0","documentation needs updating","1","-1"," documentation[0] needs[0] updating[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"28865","0","Fixed a prompt that asks user to enter either 's' or 'q'.","1","-1"," Fixed[0] a[0] prompt[0] that[0] asks[0] user[0] to[0] enter[0] either[0] 's'[0] or[0] 'q'[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.459642","positive"
"29014","1","applied patch, slight indentation reformating. Thanks Tommaso!","2","-1"," applied[0] patch[0] slight[0] indentation[0] reformating[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] Tommaso[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.222695","positive"
"29351","0","This issue is maybe related to UIMA-1408.","1","-1"," This[0] issue[0] is[0] maybe[0] related[0] to[0] UIMA[0] -1408[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.357851","negative"
"29394","-1","Closing this issue - if more needs to be done, maybe it would be better to open an new issue - this one has gotten rather large","1","-1"," Closing[0] this[0] issue[0] if[0] more[0] needs[0] to[0] be[0] done[0] maybe[0] it[0] would[0] be[0] better[0] to[0] open[0] an[0] new[0] issue[0] this[0] one[0] has[0] gotten[0] rather[0] large[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"29936","1","To test this, I used an aggregate AE with a CAS multiplier that declared getCasInstancesRequired() 5. If this AE is instantiated and run in a loop with earlier code it eats up roughly 10MB per iteration. No such leak with the latest code. Thanks!","2","-2"," To[0] test[0] this[0] I[0] used[0] an[0] aggregate[0] AE[0] with[0] a[0] CAS[0] multiplier[0] that[0] declared[0] getCasInstancesRequired[0] 5[0] [[Sentence=-1,1=word max, 1-5]] If[0] this[0] AE[0] is[0] instantiated[0] and[0] run[0] in[0] a[0] loop[0] with[0] earlier[0] code[0] it[0] eats[0] up[0] roughly[-1] 10MB[0] per[0] iteration[0] [[Sentence=-2,1=word max, 1-5]] No[0] such[0] leak[-1] with[0] the[0] latest[0] code[0] [[Sentence=-2,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]","OK","english","-0.0605334","negative"
"30436","0","This one will probably not make 2.1 release. It is some bug in the SWT impl on the Mac, but for widgets that are now 'deprecated' in Eclipse. The fix will include upgrading the widgets used (and losing Eclipse compatiblity for levels prior to 3.1 I think - which was why this upgrade wasn't done earlier).","1","-3"," This[0] one[0] will[0] probably[0] not[0] make[0] 2[0] .1[0] release[0] [[Sentence=-1,1=word max, 1-5]] It[0] is[0] some[0] bug[-1][--1 LastWordBoosterStrength] in[0] the[0] SWT[0] impl[0] on[0] the[0] Mac[0] but[0] for[0] widgets[0] that[0] are[0] now[0] 'deprecated'[0] in[0] Eclipse[0] [[Sentence=-1,1=word max, 1-5]] The[0] fix[0] will[0] include[0] upgrading[0] the[0] widgets[0] used[0] and[0] losing[-2] Eclipse[0] compatiblity[0] for[0] levels[0] prior[0] to[0] 3[0] .1[0] I[0] think[0] which[0] was[0] why[0] this[0] upgrade[0] wasn't[0] done[0] earlier[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]","OK","english","-0.277736","negative"
"30705","0","Patch applied Eric.","1","-1"," Patch[0] applied[0] Eric[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.265741","negative"
"31064","0","Closing resolved issues","2","-1"," Closing[0] resolved[1] issues[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.64591","negative"
"31554","0","Dave has let me know that this has resoved the issue","1","-1"," Dave[0] has[0] let[0] me[0] know[0] that[0] this[0] has[0] resoved[0] the[0] issue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"31936","0","Closing because this has been in RESOLVED state for over one year, if it turns out to not be fixed please reopen.","2","-1"," Closing[0] because[0] this[0] has[0] been[0] in[0] RESOLVED[1] state[0] for[0] over[0] one[0] year[0] if[0] it[0] turns[0] out[0] to[0] not[0] be[0] fixed[0] please[1] reopen[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.574624","negative"
"32125","0","This change is now in trunk as part of r679774.","1","-1"," This[0] change[0] is[0] now[0] in[0] trunk[0] as[0] part[0] of[0] r679774[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"32383","0","Closing because this has been in RESOLVED state for over one year, if it turns out to not be fixed please reopen.","2","-1"," Closing[0] because[0] this[0] has[0] been[0] in[0] RESOLVED[1] state[0] for[0] over[0] one[0] year[0] if[0] it[0] turns[0] out[0] to[0] not[0] be[0] fixed[0] please[1] reopen[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.574624","negative"
"33026","0","Closing because this has been in RESOLVED state for over one year, if it turns out to not be fixed please reopen.","2","-1"," Closing[0] because[0] this[0] has[0] been[0] in[0] RESOLVED[1] state[0] for[0] over[0] one[0] year[0] if[0] it[0] turns[0] out[0] to[0] not[0] be[0] fixed[0] please[1] reopen[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","-0.574624","negative"
"33049","1","This is now fixed!","1","-1"," This[0] is[0] now[0] fixed[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.302446","positive"
"33117","0","I've just made some observations on the tuscany-user mailing list which should appear in the mailing list archives shortly, under the thread that contains http://www.mail-archive.com/tuscany-user@ws.apache.org/msg02162.html","1","-1"," I've[0] just[0] made[0] some[0] observations[0] on[0] the[0] tuscany[0] user[0] mailing[0] list[0] which[0] should[0] appear[0] in[0] the[0] mailing[0] list[0] archives[0] shortly[0] under[0] the[0] thread[0] that[0] contains[0] http[0] ://www/://w[0] [[Sentence=-1,1=word max, 1-5]] mail[0] archive[0] [[Sentence=-1,1=word max, 1-5]] com/tuscany[0] user@ws[0] [[Sentence=-1,1=word max, 1-5]] apache[0] [[Sentence=-1,1=word max, 1-5]] org/msg02162[0] [[Sentence=-1,1=word max, 1-5]] html[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"33264","0","Assign to 1.0 during tidy up prior to 1.1","1","-1"," Assign[0] to[0] 1[0] .0[0] during[0] tidy[0] up[0] prior[0] to[0] 1[0] .1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"33812","0","Here is a complete patch removing Composite* from the getImplementation() calls","1","-1"," Here[0] is[0] a[0] complete[0] patch[0] removing[0] Composite[0] from[0] the[0] getImplementation[0] calls[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","-0.474342","negative"
"33963","0","Assign to 1.0 during tidy up prior to 1.1","1","-1"," Assign[0] to[0] 1[0] .0[0] during[0] tidy[0] up[0] prior[0] to[0] 1[0] .1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","","neutral"
"33984","0","reattaching with grant of license","1","-1"," reattaching[0] with[0] grant[0] of[0] license[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]","OK","english","0.352758","positive"
"34194","1","Patch applied. Thanks!","2","-1"," Patch[0] applied[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]","OK","english","0.799273","positive"
